question,answer_text,answer_start,is_impossible,id,processed_question,processed_answer_text
Are smokers more likely to contract influenza?,"Previous studies have shown that smokers are twice more likely than non-smokers to contract influenza and have more severe symptoms, while smokers were also noted to have higher mortality in the previous MERS-CoV outbreak",1245.0,False,267.0,smokers likely contract influenza,previous studies shown smokers twice likely non smokers contract influenza severe symptoms smokers also noted higher mortality previous mers cov outbreak
Why might we underestimate the spread of COVID19?,"limited information available regarding incubation time, transmissibility, and virus origin",3118.0,False,2185.0,might underestimate spread covid19,limited information available regarding incubation time transmissibility virus origin
"Where was the first imported case of COVID19 in the United States?
",Washington,4564.0,False,2186.0,first imported case covid19 united states,washington
When was the first case of COVID19 confirmed in the USA?,"January 15, 2020",4421.0,False,2187.0,first case covid19 confirmed usa,january 15 2020
When was the second COVID19 case reported in the US?,"January 24, 2020",4723.0,False,2188.0,second covid19 case reported us,january 24 2020
Where was the second reported case of COVID in the United States?,Chicago,4667.0,False,2189.0,second reported case covid united states,chicago
When was the first local transmission of COVID reported in the United States?,"January 30, 2020",4929.0,False,2190.0,first local transmission covid reported united states,january 30 2020
When did the WHO declare COVID to be a Public Health Emergency of International Concern?,"January 30, 2020",4929.0,False,2191.0,declare covid public health emergency international concern,january 30 2020
When did the United States declare COVID19 a public health emergency?,"January 31, 2020,",5172.0,False,2192.0,united states declare covid19 public health emergency,january 31 2020
What are the most common symptoms of COVID19?,Fever and cough ,6790.0,False,2193.0,common symptoms covid19,fever cough
What symptoms might people experience with COVID19?,patients with underlying medical conditions and the elderly,7166.0,False,2194.0,symptoms might people experience covid19,patients underlying medical conditions elderly
Who is at greater risk of dying from COVID19?,patients with underlying medical conditions and the elderly,7166.0,False,2195.0,greater risk dying covid19,patients underlying medical conditions elderly
How long is the incubation time for COVID19?,between 2 and 14 days,7356.0,False,2196.0,long incubation time covid19,2 14 days
How does COVID19 get spread?,close contact with an infected person,11444.0,False,2197.0,covid19 get spread,close contact infected person
Is it possible to get infected with COVID and another virus?,"Although the likelihood of coinfection of 2019-nCoV and another respiratory virus is thought to be low, a positive finding of another respiratory pathogen does not exclude the diagnosis of 2019-nCoV",14067.0,False,2198.0,possible get infected covid another virus,although likelihood coinfection 2019 ncov another respiratory virus thought low positive finding another respiratory pathogen exclude diagnosis 2019 ncov
How many people  are estimated to need humanitarian assistance in 2020?,168 million people across 50 countries,369.0,False,1909.0,many people estimated need humanitarian assistance 2020,168 million people across 50 countries
For whom does the  SARS-COV-2 pose a great threat?,"those in complex humanitarian crises, which lack the infrastructure, support, and health systems to mount a comprehensive response. ",964.0,False,1910.0,sars cov 2 pose great threat,complex humanitarian crises lack infrastructure support health systems mount comprehensive response
What can undermine interventions?,"Poor governance, public distrust, and political violence ",1096.0,False,1911.0,undermine interventions,poor governance public distrust political violence
Who are expected to be particularly susceptible?,Populations affected by humanitarian crises ,1209.0,False,1912.0,expected particularly susceptible,populations affected humanitarian crises
Why populations may be particularly susceptible?,"due to displacement, crowded housing, malnutrition, inadequate water, sanitation, and hygiene (WASH) tools, and stigmatization",1344.0,False,1913.0,populations may particularly susceptible,due displacement crowded housing malnutrition inadequate water sanitation hygiene wash tools stigmatization
What is the impact of disease outbreaks?,"Disease outbreaks further reduce access to limited healthcare, which is increasingly disrupted by attacks on health facilities and the persistent overburdening of health systems. ",1472.0,False,1914.0,impact disease outbreaks,disease outbreaks reduce access limited healthcare increasingly disrupted attacks health facilities persistent overburdening health systems
What represents a barrier to testing?," limited public health, laboratory, and primary care services ",2255.0,False,1915.0,represents barrier testing,limited public health laboratory primary care services
Where are difficulties are exacerbated during humanitarian crises?,"Providing the limited healthcare worker cadre with appropriate training and personal protective equipment, and ensuring a continuous supply chain ",2349.0,False,1916.0,difficulties exacerbated humanitarian crises,providing limited healthcare worker cadre appropriate training personal protective equipment ensuring continuous supply chain
What can prevent contact tracing?, Frequent displacement and limited contact information ,2580.0,False,1917.0,prevent contact tracing,frequent displacement limited contact information
What is an example of intractable structural challenge?,overcrowding limit the implementation of both quarantine of those exposed and isolation of those who are ill. ,2725.0,False,1918.0,example intractable structural challenge,overcrowding limit implementation quarantine exposed isolation ill
What should be the priority of the national and international bodies trying to prevent the pandemic?,"increased vulnerabilities, humanitarian crises",2847.0,False,1919.0,priority national international bodies trying prevent pandemic,increased vulnerabilities humanitarian crises
What  resources need to be identified?,"to protect healthcare workers, develop and deploy rapid testing, improve surveillance, and enact quarantine and isolation of contacts and cases.",3037.0,False,1920.0,resources need identified,protect healthcare workers develop deploy rapid testing improve surveillance enact quarantine isolation contacts cases
What is an effective public health hygiene?, Respiratory hygiene i,3371.0,False,1921.0,effective public health hygiene,respiratory hygiene
What has been demonstrated to  be  effective for prevention?,"hand hygiene, safe cough practice, and social distancing [",3558.0,False,1922.0,demonstrated effective prevention,hand hygiene safe cough practice social distancing
What has increased hand washing?, the distribution of soap to households in humanitarian settings has been shown to increase handwashing by over 30%,3668.0,False,1923.0,increased hand washing,distribution soap households humanitarian settings shown increase handwashing 30
What is hand washing to protect one's own health  consistent with?,the rights to dignity and to fully participate in decisions related to assistance in humanitarian crises. ,3888.0,False,1924.0,hand washing protect one health consistent,rights dignity fully participate decisions related assistance humanitarian crises
What is possible in many resource -limited  settings?,Widespread introduction of alcohol-based hand rubs ,3994.0,False,1925.0,possible many resource limited settings,widespread introduction alcohol based hand rubs
What is the foremost authority on minimum standards for humanitarian assistance?,"The Sphere Handbook, a collection of rights-based guidelines for humanitarian response",4150.0,False,1926.0,foremost authority minimum standards humanitarian assistance,sphere handbook collection rights based guidelines humanitarian response
For what  there is evidence for  the efficacy of hand washing?," reducing both bacterial and viral pathogen transmission,",4398.0,False,1927.0,evidence efficacy hand washing,reducing bacterial viral pathogen transmission
What are humanitarian WASH standards  based on?,"evidence pertaining to the prevention of illnesses transmitted by the faecal-oral route, with the focus on hand hygiene proximate to latrines",4497.0,False,1928.0,humanitarian wash standards based,evidence pertaining prevention illnesses transmitted faecal oral route focus hand hygiene proximate latrines
What confers a high risk of  gender  based violence?,"latrines in crisis settings are often shared and distant from residential shelters,",4657.0,False,1929.0,confers high risk gender based violence,latrines crisis settings often shared distant residential shelters
What is the deterrent effect of gender based violence around latrines?," for accessing latrine-adjacent handwashing stations, particularly for hand hygiene to prevent respiratory pathogen transmission.",4858.0,False,1930.0,deterrent effect gender based violence around latrines,accessing latrine adjacent handwashing stations particularly hand hygiene prevent respiratory pathogen transmission
What  will maximize the effectiveness of interventions?,"Crisis-affected community engagement is integral in pandemic planning,",5265.0,False,1931.0,maximize effectiveness interventions,crisis affected community engagement integral pandemic planning
What will happen without the adaptation of existing standards?, mitigation plans will fall short of health and human rights obligations in outbreak response,5170.0,False,1932.0,happen without adaptation existing standards,mitigation plans fall short health human rights obligations outbreak response
What is essential when pandemics threaten vulnerable populations?,Transparent and credible information-sharing mechanisms ,5416.0,False,1933.0,essential pandemics threaten vulnerable populations,transparent credible information sharing mechanisms
What is a necessary component of effective health  governance?,Diplomacy bridging long-standing mistrust of public health and biomedical interventions and facilitating engagement with contentious actors ,5553.0,False,1934.0,necessary component effective health governance,diplomacy bridging long standing mistrust public health biomedical interventions facilitating engagement contentious actors
Approximately how many people died during the 1918-1919 influenza pandemic?,"During the 1918-1919 influenza pandemic, between 21 and 25 million people died of influenza worldwide.",1998.0,False,259.0,approximately many people died 1918 1919 influenza pandemic,1918 1919 influenza pandemic 21 25 million people died influenza worldwide
What social and economic factors  contributed to the large fatality rate in the 1918 influenza pandemic?,"Malnutrition weakened the human immune system and made a person more vulnerable to infectious diseases like tuberculosis and influenza, therefore, hunger and malnutrition were indirectly responsible for millions of deaths in the world in that period of time.",1637.0,False,286.0,social economic factors contributed large fatality rate 1918 influenza pandemic,malnutrition weakened human immune system made person vulnerable infectious diseases like tuberculosis influenza therefore hunger malnutrition indirectly responsible millions deaths world period time
What problems were faced by medical staff during the 1918 epidemic?," in 1918 and 1919, physicians and nurses almost had nothing in their hands to help individuals who were infected by influenza viruses. T",3392.0,False,291.0,problems faced medical staff 1918 epidemic,1918 1919 physicians nurses almost nothing hands help individuals infected influenza viruses
What helpful drugs are available now to control the disease or to provide palliative care for influenza patients?," Today, although we still do not have very effective, powerful, and practical anti-influenza drugs available, we at least have some improved, useful, and helpful anti-viral drugs like zanamivir, and effective, convenient anti-cold medicines like Tylenol or Advil.",3526.0,False,295.0,helpful drugs available control disease provide palliative care influenza patients,today although still effective powerful practical anti influenza drugs available least improved useful helpful anti viral drugs like zanamivir effective convenient anti cold medicines like tylenol advil
How has the mortality rate due to influenza declined in USA over past decades?," in the United States of America, the influenza classed mortality rate declined from 10.2/100,000 in the 1940s to 0.56/100,000 in the 1990s; and the classed mortality rates of 1957-1958 and 1968-1969 influenza pandemics were not remarkably different from the non-pandemic seasons",3966.0,False,297.0,mortality rate due influenza declined usa past decades,united states america influenza classed mortality rate declined 10 2 100 000 1940s 0 56 100 000 1990s classed mortality rates 1957 1958 1968 1969 influenza pandemics remarkably different non pandemic seasons
Is there an Influenza vaccine?,"We do not have a universal vaccine to prevent all influenza virus infections, but we can make effective vaccines to a specific influenza virus strain in a short time.",3790.0,False,299.0,influenza vaccine,universal vaccine prevent influenza virus infections make effective vaccines specific influenza virus strain short time
"for the 2009 influenza pandemic, what were the case fatality rates?","that most cases of H1N1 influenza A virus infections were mild, the symptomatic case fatality rate was only 0.005% in New Zealand (16) ; and in New York City, the case fatality rate was 0.0094-0.0147% for persons ≥65 years old, and for those of 0-17 years old, the case fatality rate was 0.0008-0.0012% (17) .",5087.0,False,300.0,2009 influenza pandemic case fatality rates,cases h1n1 influenza virus infections mild symptomatic case fatality rate 0 005 new zealand 16 new york city case fatality rate 0 0094 0 0147 persons 65 years old 0 17 years old case fatality rate 0 0008 0 0012 17
What  factors would contribute now to the faster rates of influenza infections?,"Nowadays, we travel faster, and we travel more frequently and globally, and we have more complicated social activities and lifestyles, thereby increasing the chances of viral mutation; and we realize that influenza viruses are even easier to reassort, recombine, and mutate in nature than many other RNA viruses.",9615.0,False,301.0,factors would contribute faster rates influenza infections,nowadays travel faster travel frequently globally complicated social activities lifestyles thereby increasing chances viral mutation realize influenza viruses even easier reassort recombine mutate nature many rna viruses
What factors would be responsible in future for the prevention of an Influenza pandemic?," influenza virus infections are controllable and preventable, with the increased population health and immunity, with the WHO Global Influenza Surveillance and Response System, and with standard/routine epidemiological practices, and with new effective anti-viral agents and vaccines in production in the future. ",10047.0,False,302.0,factors would responsible future prevention influenza pandemic,influenza virus infections controllable preventable increased population health immunity global influenza surveillance response system standard routine epidemiological practices new effective anti viral agents vaccines production future
What was the detected fatality rate of H7N9 Avian flu?," the detected 32.14% (45/140, one case from Taiwan, and one case from Hong Kong) (22, 23).
",9523.0,False,303.0,detected fatality rate h7n9 avian flu,detected 32 14 45 140 one case taiwan one case hong kong 22 23
Why would real  case fatality rate for the H7N9 be lower than detected rate?,"most people usually think a common cold is a very common and normal occurrence, and they don't take flu-like illnesses seriously. In most situations, they would just stay home and take some medicines. Only those who have very severe flu-like symptoms would see doctors, and thereby be detected and diagnosed, accordingly the real case fatality rate should be much lower",9149.0,False,304.0,would real case fatality rate h7n9 lower detected rate,people usually think common cold common normal occurrence take flu like illnesses seriously situations would stay home take medicines severe flu like symptoms would see doctors thereby detected diagnosed accordingly real case fatality rate much lower
What is the structure of the Ebolavirus?,single-strand RNA filoviruses,2270.0,False,5315.0,structure ebolavirus,single strand rna filoviruses
When was the West African Ebolavirus outbreak?,2013-2016,2546.0,False,5316.0,west african ebolavirus outbreak,2013 2016
What animals are considered to be maintenance hosts to the Ebolavirus?,African bats,4083.0,False,5317.0,animals considered maintenance hosts ebolavirus,african bats
What do circles indicate in Figure 1?,a maintenance function play by the host(s),7212.0,False,5318.0,circles indicate figure 1,maintenance function play host
What do arrows indicate in Figure 1?,infectious transmission pathways between hosts,7273.0,False,5319.0,arrows indicate figure 1,infectious transmission pathways hosts
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
